,xray_0,pdb,r_free_0,w_0_0
0,5.6733231645550735,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_330/pdbs/137.pdb,0.2889929979325951,1.0
1,5.673681357236698,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1748/pdbs/534.pdb,0.290530359725595,1.0
2,5.674018986787583,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_951/pdbs/284.pdb,0.2944000384607528,1.0
3,5.674120095359186,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_739/pdbs/236.pdb,0.29316220111187,1.0
4,5.6741553597574645,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/475.pdb,0.2985995421367932,1.0
5,5.674257850869166,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/533.pdb,0.2970356231166936,1.0
6,5.674494464718696,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1089/pdbs/659.pdb,0.2951670327549238,1.0
7,5.674525393245694,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_388/pdbs/332.pdb,0.2863945685972709,1.0
8,5.674552455552792,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1397/pdbs/461.pdb,0.2915498056026929,1.0
9,5.67458446051806,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_951/pdbs/285.pdb,0.2962003487616492,1.0
10,5.674636417914014,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1667/pdbs/279.pdb,0.2882914872869813,1.0
11,5.675004057264184,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1325/pdbs/481.pdb,0.2937085927658193,1.0
12,5.67504391319439,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_131/pdbs/516.pdb,0.2928892639275461,1.0
13,5.675106993234951,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1792/pdbs/188.pdb,0.2925414041940319,1.0
14,5.675111393045953,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_578/pdbs/48.pdb,0.2884063263840474,1.0
15,5.675114223255001,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/474.pdb,0.2961370958627095,1.0
16,5.675213137463517,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1126/pdbs/833.pdb,0.291739024890151,1.0
17,5.675286248194032,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1413/pdbs/869.pdb,0.2915225682437884,1.0
18,5.675427696067716,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_221/pdbs/516.pdb,0.2962207296370081,1.0
19,5.675463054187355,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1808/pdbs/344.pdb,0.2990709636007008,1.0
20,5.675524005309838,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_847/pdbs/94.pdb,0.2903417589557567,1.0
21,5.675528291867596,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_566/pdbs/286.pdb,0.2902015897045789,1.0
22,5.675539010792129,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1205/pdbs/231.pdb,0.2901064704649555,1.0
23,5.675603326673604,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1890/pdbs/428.pdb,0.2936402646893982,1.0
24,5.675605487651643,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/313.pdb,0.2964334996064067,1.0
25,5.675664622716592,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_308/pdbs/39.pdb,0.2850616720744345,1.0
26,5.675703593814035,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_441/pdbs/844.pdb,0.2912755817902337,1.0
27,5.675745398302091,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1600/pdbs/226.pdb,0.2945928605166891,1.0
28,5.675785886742547,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/708.pdb,0.2881859777146818,1.0
29,5.6758082107320895,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1741/pdbs/417.pdb,0.2868877824142372,1.0
30,5.675830095490534,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_739/pdbs/237.pdb,0.2894409653655055,1.0
31,5.675871423281382,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1667/pdbs/387.pdb,0.2926346166843699,1.0
32,5.675892063887561,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_477/pdbs/659.pdb,0.2912346237317529,1.0
33,5.675907842320154,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_477/pdbs/574.pdb,0.2938842419832371,1.0
34,5.676061074822528,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_471/pdbs/288.pdb,0.292974724119497,1.0
35,5.6760639859703055,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_172/pdbs/31.pdb,0.2849816346103034,1.0
36,5.676089750296862,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1205/pdbs/171.pdb,0.2898567184490064,1.0
37,5.676107186423784,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1397/pdbs/668.pdb,0.2910976669068016,1.0
38,5.676111344913124,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1690/pdbs/799.pdb,0.2853782530807132,1.0
39,5.676111469727849,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1325/pdbs/519.pdb,0.2887152367932734,1.0
40,5.676115718981577,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_532/pdbs/407.pdb,0.2937011081736326,1.0
41,5.676118415255963,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1808/pdbs/345.pdb,0.300414149135941,1.0
42,5.676150394726373,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1207/pdbs/485.pdb,0.2934312169115238,1.0
43,5.676159142020523,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_951/pdbs/286.pdb,0.296117987396603,1.0
44,5.676161055849361,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_507/pdbs/404.pdb,0.2856516236716785,1.0
45,5.676172077220992,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_312/pdbs/568.pdb,0.2914002403654561,1.0
46,5.67623767802591,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_709/pdbs/53.pdb,0.2863081766414642,1.0
47,5.676242415408843,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_471/pdbs/287.pdb,0.2958858572098724,1.0
48,5.676275380139469,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_441/pdbs/843.pdb,0.2877194940050578,1.0
49,5.676318808254826,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1126/pdbs/144.pdb,0.2838238513754086,1.0
50,5.676337701386071,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/594.pdb,0.2922916520533311,1.0
51,5.676343003261492,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1057/pdbs/48.pdb,0.2903538221784579,1.0
52,5.676356454874826,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_847/pdbs/95.pdb,0.2915023739354323,1.0
53,5.676365889256365,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1208/pdbs/534.pdb,0.2948963975848088,1.0
54,5.676395954519002,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1080/pdbs/684.pdb,0.2938577009835006,1.0
55,5.676405827543714,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_182/pdbs/602.pdb,0.2922974260781391,1.0
56,5.676417445871947,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_564/pdbs/61.pdb,0.2871836703035658,1.0
57,5.676430829478031,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_873/pdbs/54.pdb,0.289375600595828,1.0
58,5.67644866409897,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1104/pdbs/165.pdb,0.2838970651123338,1.0
59,5.6764759123459205,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_564/pdbs/60.pdb,0.2893197453299124,1.0
60,5.676491937317195,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1205/pdbs/172.pdb,0.2902453020341709,1.0
61,5.676512700965192,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1646/pdbs/508.pdb,0.2934196816294991,1.0
62,5.676536195468776,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_388/pdbs/391.pdb,0.2905725969873978,1.0
63,5.676559665907231,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1748/pdbs/478.pdb,0.2961281583204626,1.0
64,5.676563994393096,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_920/pdbs/160.pdb,0.2914915298558016,1.0
65,5.6765774486421465,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1413/pdbs/851.pdb,0.295166645787398,1.0
66,5.676598110641944,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_709/pdbs/664.pdb,0.2893898051939348,1.0
67,5.676645297675146,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1263/pdbs/467.pdb,0.2901844099935229,1.0
68,5.67664676291365,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_439/pdbs/683.pdb,0.290054656088342,1.0
69,5.676658929732361,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_167/pdbs/31.pdb,0.2834314092505394,1.0
70,5.676660228584438,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_411/pdbs/34.pdb,0.2843718474870234,1.0
71,5.676678059451159,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_321/pdbs/759.pdb,0.2922344990036739,1.0
72,5.676690819901816,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1413/pdbs/868.pdb,0.2922533174954962,1.0
73,5.676707660225015,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_411/pdbs/33.pdb,0.2789076034764614,1.0
74,5.676720889769691,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_312/pdbs/711.pdb,0.2919513566538756,1.0
75,5.676734938180891,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1397/pdbs/667.pdb,0.2928500369050056,1.0
76,5.676740862404383,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1131/pdbs/239.pdb,0.2864146078083668,1.0
77,5.6767428088413965,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1580/pdbs/842.pdb,0.2915432302771997,1.0
78,5.676745972954429,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1646/pdbs/470.pdb,0.2904056970008308,1.0
79,5.6767874806473095,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/747.pdb,0.2965959289397437,1.0
80,5.676790678143773,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_45/pdbs/429.pdb,0.2950468195975945,1.0
81,5.676812988900106,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1600/pdbs/227.pdb,0.2956566692519964,1.0
82,5.676818463342611,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_564/pdbs/62.pdb,0.2839542199109737,1.0
83,5.676829865105957,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_709/pdbs/78.pdb,0.2890588508282206,1.0
84,5.676852801690269,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_14/pdbs/328.pdb,0.2918106222601872,1.0
85,5.676877112413213,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1126/pdbs/261.pdb,0.2869805191024717,1.0
86,5.676879885981606,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_399/pdbs/821.pdb,0.2890295932303293,1.0
87,5.676895458194093,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_525/pdbs/729.pdb,0.2915920022385315,1.0
88,5.676896023062986,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/419.pdb,0.2902735006485633,1.0
89,5.676922854213774,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1890/pdbs/601.pdb,0.2876080727907265,1.0
90,5.676941016415764,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_995/pdbs/142.pdb,0.2929766728841431,1.0
91,5.676952655813937,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1970/pdbs/187.pdb,0.2916306157668696,1.0
92,5.676973616624595,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_413/pdbs/282.pdb,0.2937459689861238,1.0
93,5.676987434508376,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1056/pdbs/262.pdb,0.2955335752432409,1.0
94,5.676994789671866,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_413/pdbs/528.pdb,0.2938147515208997,1.0
95,5.677001665259764,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/679.pdb,0.2894684414980762,1.0
96,5.6770235783091385,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_399/pdbs/822.pdb,0.2897276890877044,1.0
97,5.67702727327656,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/545.pdb,0.2969000485999605,1.0
98,5.677029688327385,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_1325/pdbs/483.pdb,0.2902743057743782,1.0
99,5.67703421167419,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/131_1_state/118669/output_775/pdbs/752.pdb,0.2960679235009599,1.0
